UNITID,GR_Source,Adj6yrGrad,Adj6yrAAH,6yrGrad,6yrAAH,6yrAA,6yrH,Xfer,XferAAH,XferAA,XferH
146825,2014-2016,0.29,0.16,0.29,0.16,0.15,0.21,N/A,N/A,N/A,N/A
147004,2014-2016,0.42,0.36,0.29,0.25,0.11,0.28,0.26,0.22,0.56,0.17
147013,2014-2016,0.55,0.38,0.55,0.38,0.36,0.48,N/A,N/A,N/A,N/A
147749,2014-2016,N/A,N/A,0.22,0.21,0.16,0.31,N/A,N/A,N/A,N/A
148584,2014-2016,0.61,0.52,0.61,0.52,0.44,0.57,N/A,N/A,N/A,N/A
150163,2014-2016,0.76,0.66,0.76,0.66,0.62,0.71,N/A,N/A,N/A,N/A
150668,2014-2016,0.69,0.57,0.69,0.57,0.31,0.63,N/A,N/A,N/A,N/A
150756,2014-2016,0.69,0.53,0.69,0.53,0.51,0.57,N/A,N/A,N/A,N/A
150941,2014-2016,0.63,0.43,0.63,0.43,0.38,0.47,N/A,N/A,N/A,N/A
151290,2014-2016,0.32,0.27,0.32,0.27,0.24,0.54,N/A,N/A,N/A,N/A
151306,2016,0.38,0.22,0.38,0.22,0.18,0.37,0.38,0.53,0.57,0.34
151351,2016,0.76,0.64,0.76,0.64,0.6,0.69,0.12,0.19,0.22,0.17
152248,2014-2016,0.31,0.25,0.31,0.25,0.16,0.34,N/A,N/A,N/A,N/A
152318,2014-2016,0.77,0.66,0.77,0.66,0.68,0.64,N/A,N/A,N/A,N/A
153214,2016,N/A,N/A,0.27,0.14,0.08,0.2,N/A,N/A,N/A,N/A
153375,2014-2016,0.47,0.26,0.47,0.26,0.21,0.38,0.32,0.3,0.31,0.28
153445,2016,0.25,0.15,0.21,0.1,0.08,0.13,0.09,0.1,0.07,0.16
154110,2014-2016,0.45,0.2,0.37,0.09,0.03,0.25,0.16,0.22,0.26,0.14
154235,2014-2016,0.61,0.51,0.61,0.51,0.42,0.56,0.31,0.36,0.42,0.33
154518,2014-2016,0.27,0.21,0.27,0.21,0.18,0.28,0.32,0.25,0.23,0.3
154590,2014-2016,0.3,0.21,0.3,0.21,0.18,0.3,N/A,N/A,N/A,N/A
155186,2014-2016,0.47,0.38,0.29,0.21,0.21,0.19,0.38,0.35,0.34,0.41
157216,2014-2016,0.31,0.11,0.31,0.11,0.1,0.16,N/A,N/A,N/A,N/A
157951,2016,0.52,0.33,0.52,0.33,0.29,0.56,0.27,0.39,0.41,0.29
159382,2014-2016,0.24,0.18,0.24,0.18,0.09,0.5,0.31,0.33,0.43,0
159656,2014-2016,0.61,0.56,0.61,0.56,0.52,0.61,N/A,N/A,N/A,N/A
159993,2016,0.42,0.37,0.42,0.37,0.36,0.5,N/A,N/A,N/A,N/A
160977,2016,0.88,0.86,0.88,0.86,0.88,0.83,0.1,0.12,0.12,0.13
163204,2014-2016,0.09,0.06,0.09,0.06,0.06,0.11,0.23,0.19,0.19,0.21
166887,2016,0.3,0.24,0.19,0.12,0.11,0.12,0.22,0.23,0.32,0.21
169983,2014-2016,0.55,0.35,0.55,0.35,0.3,0.43,N/A,N/A,N/A,N/A
171128,2014-2016,0.65,0.59,0.65,0.59,0.51,0.65,0.23,0.29,0.31,0.28
171456,2014-2016,0.49,0.28,0.49,0.28,0.24,0.31,N/A,N/A,N/A,N/A
172307,2014-2016,0.37,0.32,0.23,0.12,0.08,0.21,0.28,0.4,0.47,0.23
173160,2014-2016,0.75,0.49,0.75,0.49,0.42,0.57,N/A,N/A,N/A,N/A
174066,2016,0.78,0.64,0.78,0.64,0.63,0.66,0.14,0.2,0.21,0.19
174792,2014-2016,0.79,0.68,0.79,0.68,0.77,0.61,N/A,N/A,N/A,N/A
175005,2014-2016,0.63,0.47,0.63,0.47,0.48,0.45,0.25,0.33,0.3,0.37
175014,2014-2016,0.16,0.12,0.16,0.12,0.09,0.2,N/A,N/A,N/A,N/A
176071,2016,0.39,0.33,0.32,0.24,0.23,0.37,0.14,0.18,0.19,0.14
176318,2016,0.33,0.47,0.33,0.32,0.33,0,0.15,0.16,0.17,0
176628,2014-2016,0.49,0.38,0.49,0.38,0.3,0.57,0.39,0.44,0.5,0.3
178369,2014-2016,0.27,0.21,0.27,0.21,0.21,0.25,N/A,N/A,N/A,N/A
178402,2014-2016,0.49,0.31,0.49,0.31,0.29,0.38,N/A,N/A,N/A,N/A
178420,2014-2016,0.45,0.29,0.45,0.29,0.29,0.39,N/A,N/A,N/A,N/A
178721,2014-2016,0.33,0.27,0.33,0.27,0.26,0.3,N/A,N/A,N/A,N/A
180151,2014-2016,0.49,0.31,0.35,0.07,0,0.22,0.28,0.48,0.56,0.33
182005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
182281,2016,0.41,0.34,0.41,0.34,0.31,0.36,N/A,N/A,N/A,N/A
184205,2014-2016,0.33,0.23,0.26,0.17,0.13,0.2,0.14,0.12,0.14,0.11
185262,2016,0.5,0.47,0.5,0.47,0.45,0.48,0.31,0.31,0.33,0.29
185572,2016,0.7,0.62,0.7,0.62,0.59,0.63,0.27,0.32,0.25,0.34
187985,2016,0.44,0.42,0.44,0.42,0.32,0.42,N/A,N/A,N/A,N/A
190150,2016,0.94,0.91,0.94,0.91,0.88,0.93,N/A,N/A,N/A,N/A
191515,2016,0.92,0.84,0.92,0.84,0.79,0.87,0.06,0.07,0.12,0.03
191968,2016,0.75,0.75,0.75,0.75,0.73,0.75,N/A,N/A,N/A,N/A
193326,2016,0.32,0.18,0.23,0.11,0.1,0.14,0.18,0.13,0.13,0.13
195526,2016,0.89,0.87,0.89,0.87,0.93,0.85,0.09,0.1,0.04,0.12
196468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
197869,2016,0.72,0.66,0.72,0.66,0.53,0.75,0.13,0.11,0.16,0.07
198136,2014-2016,0.51,0.4,0.51,0.4,0.39,0.43,0.37,0.45,0.44,0.49
198507,2016,0.37,0.53,0.37,0.38,0.38,0.4,0.21,0.22,0.21,0.4
199120,2016,0.91,0.86,0.91,0.86,0.85,0.88,0.03,0.03,0.04,0.02
199847,2016,0.88,0.87,0.88,0.87,0.84,0.89,N/A,N/A,N/A,N/A
200800,2016,0.43,0.22,0.43,0.22,0.2,0.36,0.33,0.48,0.49,0.42
201885,2016,0.67,0.59,0.67,0.59,0.54,0.71,0.18,0.26,0.3,0.16
201928,2016,0.22,0.17,0.13,0.07,0.07,0.1,0.18,0.19,0.18,0.26
202134,2016,0.41,0.19,0.41,0.19,0.17,0.25,N/A,N/A,N/A,N/A
203128,2014-2016,0.62,0.43,0.62,0.43,0.44,0.39,N/A,N/A,N/A,N/A
203331,2016,N/A,N/A,0.07,0.03,0.02,0.17,N/A,N/A,N/A,N/A
203368,2014-2016,0.73,0.59,0.73,0.59,0.54,0.64,N/A,N/A,N/A,N/A
203517,2016,0.55,0.38,0.55,0.38,0.36,0.44,0.07,0.07,0.07,0.07
203757,2014-2016,0.28,0.14,0.28,0.14,0.11,0.22,N/A,N/A,N/A,N/A
204796,2016,0.84,0.76,0.84,0.76,0.74,0.81,0.09,0.12,0.13,0.1
206084,2016,0.43,0.23,0.43,0.23,0.2,0.37,N/A,N/A,N/A,N/A
211291,2016,0.88,0.86,0.88,0.86,0.84,0.88,0.05,0.01,0,0.02
212106,2016,0.77,0.64,0.77,0.64,0.64,0.64,N/A,N/A,N/A,N/A
212878,2016,0.19,0.14,0.11,0.07,0.05,0.09,0.16,0.15,0.13,0.19
212911,2014-2016,0.91,0.87,0.91,0.87,0.86,0.88,0.04,0.04,0.04,0.04
213543,2016,0.89,0.78,0.89,0.78,0.76,0.79,N/A,N/A,N/A,N/A
213914,2014-2016,N/A,N/A,0.7,0.61,0.38,0.73,N/A,N/A,N/A,N/A
216339,2016,0.71,0.64,0.71,0.64,0.64,0.64,0.18,0.23,0.23,0.24
217235,2016,0.58,0.53,0.58,0.53,0.52,0.54,0.02,0.02,0.01,0.02
217882,2016,0.81,0.65,0.81,0.65,0.62,0.73,0.16,0.26,0.29,0.18
218681,2014-2016,0.32,0.22,0.24,0.15,0.15,0.24,0.16,0.13,0.12,0.29
218919,2016,0.26,0.42,0.26,0.27,0.27,0.2,N/A,N/A,N/A,N/A
219976,2014-2016,0.58,0.42,0.58,0.42,0.37,0.48,N/A,N/A,N/A,N/A
220978,2016,0.43,0.42,0.43,0.42,0.4,0.5,0.16,0.2,0.21,0.1
221096,2014-2016,0.3,0.2,0.24,0.13,0.11,0.19,0.12,0.14,0.15,0.12
221184,2016,0.22,0.13,0.15,0.09,0.05,0.25,0.14,0.09,0.1,0.06
221908,2014-2016,0.23,0.16,0.2,0.13,0.08,0.17,0.06,0.04,0.02,0.06
223816,2016,0.25,0.23,0.13,0.11,0.09,0.14,0.24,0.24,0.25,0.22
225414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
225423,2016,0.26,0.23,0.15,0.13,0.09,0.17,0.23,0.19,0.23,0.16
225511,2016,0.51,0.45,0.51,0.45,0.4,0.48,0.19,0.22,0.23,0.21
225885,2016,0.16,0.32,0.16,0.17,0.17,0.12,0.54,0.53,0.55,0.25
227182,2016,0.21,0.19,0.1,0.09,0.04,0.11,0.23,0.21,0.25,0.19
227526,2016,0.31,0.46,0.31,0.31,0.31,0.37,0.39,0.39,0.39,0.35
228246,2016,0.79,0.8,0.79,0.8,0.8,0.8,0.16,0.14,0.1,0.17
228486,2015,0.1,0.12,0.1,0.12,0.13,0,N/A,N/A,N/A,N/A
228547,2016,0.26,0.22,0.16,0.14,0.09,0.18,0.21,0.16,0.13,0.17
228769,2016,0.48,0.42,0.48,0.42,0.39,0.44,0.31,0.35,0.37,0.34
228778,2016,0.81,0.72,0.81,0.72,0.71,0.72,N/A,N/A,N/A,N/A
229063,2016,0.17,0.32,0.17,0.17,0.17,0.21,0.31,0.31,0.32,0.28
229267,2014-2016,0.81,0.75,0.81,0.75,0.69,0.76,N/A,N/A,N/A,N/A
230038,2016,0.83,0.71,0.83,0.71,0.63,0.72,N/A,N/A,N/A,N/A
230621,2014-2016,0.24,0.32,0.24,0.32,0.33,0.31,N/A,N/A,N/A,N/A
232557,2016,0.54,0.3,0.54,0.3,0.29,0.3,0.23,0.29,0.35,0.18
232937,2016,0.37,0.52,0.37,0.37,0.36,0.44,0.39,0.39,0.38,0.44
232946,2016,0.32,0.26,0.24,0.2,0.16,0.22,0.16,0.13,0.16,0.11
233374,2016,0.88,0.84,0.88,0.84,0.81,0.86,N/A,N/A,N/A,N/A
234076,2016,0.94,0.92,0.94,0.92,0.91,0.93,0.03,0.04,0.04,0.04
236188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
236504,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
236595,2016,0.75,0.74,0.75,0.74,0.66,0.76,N/A,N/A,N/A,N/A
238032,2016,0.57,0.45,0.57,0.45,0.38,0.54,0.29,0.39,0.43,0.34
238078,2014-2016,0.58,0.35,0.58,0.35,0.42,0.22,0.18,0.24,0.23,0.28
238193,2014-2016,0.4,0.32,0.4,0.32,0.24,0.39,N/A,N/A,N/A,N/A
238759,2014-2016,N/A,N/A,0.24,0.18,0.14,0.22,N/A,N/A,N/A,N/A
238980,2014-2016,0.53,0.42,0.53,0.42,0.39,0.48,N/A,N/A,N/A,N/A
239488,2014-2016,N/A,N/A,0.42,0.26,0.12,0.36,N/A,N/A,N/A,N/A
239512,2014-2016,0.51,0.47,0.51,0.47,0.33,0.5,N/A,N/A,N/A,N/A
239716,2014-2016,0.72,0.5,0.72,0.5,0.22,0.55,N/A,N/A,N/A,N/A
240329,2014-2016,0.68,0.55,0.68,0.55,0.53,0.56,N/A,N/A,N/A,N/A
240374,2014-2016,0.3,0.23,0.3,0.23,0.16,0.32,N/A,N/A,N/A,N/A
240453,2016,0.4,0.26,0.4,0.26,0.2,0.32,N/A,N/A,N/A,N/A
244437,2016,0.24,0.21,0.11,0.09,0.08,0.11,0.27,0.24,0.23,0.25
363934,2014-2016,0.25,0.2,0.25,0.2,0.12,0.31,0.11,0.15,0.15,0.14
366191,2014-2016,0.57,0.41,0.56,0.4,0.25,0.46,0.01,0.01,0.01,0.01
386472,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
409254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
413413,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
431141,2016,0.61,0.6,0.6,0.59,0.39,0.63,0.01,0.01,0.03,0.01
434061,2016,0.3,0.25,0.2,0.16,0.15,0.29,0.2,0.18,0.18,0.29
439288,2014-2016,0.48,0.45,0.48,0.45,0.3,0.54,N/A,N/A,N/A,N/A
441982,2014-2016,0.91,0.91,0.91,0.91,1,0.89,N/A,N/A,N/A,N/A
442569,2015-2016,0.3,0.29,0.3,0.29,0.3,0.25,N/A,N/A,N/A,N/A
445027,2015,0.28,0,0.28,0,0,0,N/A,N/A,N/A,N/A
450933,2014-2016,0.3,0.25,0.3,0.25,0.25,0.27,N/A,N/A,N/A,N/A
485139,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100663,2016,0.53,0.49,0.53,0.49,0.49,0.43,0.24,0.27,0.26,0.36
100690,2016,0.29,0.33,0.29,0.33,0.33,N/A,0.71,0.67,0.67,N/A
100706,2014-2016,0.48,0.34,0.48,0.34,0.33,0.36,0.32,0.43,0.44,0.39
100751,2016,0.69,0.57,0.69,0.57,0.56,0.59,0.21,0.25,0.23,0.3
100760,2014-2016,0.29,0.22,0.18,0.13,0.13,0.14,0.22,0.17,0.17,0.36
100812,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100830,2014-2016,0.23,0.15,0.23,0.15,0.14,0.21,0.48,0.59,0.6,0.46
100858,2016,0.75,0.67,0.75,0.67,0.66,0.69,0.18,0.21,0.18,0.25
100937,2014-2016,0.64,0.45,0.64,0.45,0.41,0.54,N/A,N/A,N/A,N/A
101028,2014-2016,N/A,N/A,0.13,0.08,0.08,0.16,N/A,N/A,N/A,N/A
101073,2016,0.03,0.18,0.03,0.03,0.03,N/A,0.41,0.42,0.42,N/A
101116,2016,0.11,0.08,0.11,0.08,0.08,N/A,N/A,N/A,N/A,N/A
101143,2014-2016,0.24,0.21,0.12,0.1,0.1,0.08,0.25,0.22,0.23,0.21
101161,2016,0.54,0.62,0.24,0.43,0.46,0.13,0.6,0.39,0.35,0.74
101189,2014-2016,0.27,0.22,0.27,0.22,0.2,0.38,0.46,0.49,0.5,0.31
101240,2016,0.24,0.33,0.16,0.11,0.1,0.19,0.17,0.14,0.13,0.16
101286,2016,N/A,N/A,0.21,0.19,0.18,0.36,N/A,N/A,N/A,N/A
101295,2014-2016,0.41,0.43,0.32,0.29,0.23,0.4,0.17,0.28,0.33,0.18
101301,2014-2016,0.23,0.21,0.18,0.17,0.17,0.25,0.1,0.09,0.09,0.25
101365,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101435,2014-2016,0.42,0.39,0.42,0.39,0.39,0.35,N/A,N/A,N/A,N/A
101453,2016,0.5,N/A,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101462,2014-2016,0.21,0.19,0.14,0.12,0.12,0,0.14,0.15,0.15,0.1
101471,2014-2016,N/A,N/A,0.39,0.37,0.37,0.47,N/A,N/A,N/A,N/A
101480,2016,0.35,0.24,0.35,0.24,0.24,0.32,N/A,N/A,N/A,N/A
101499,2014-2016,0.36,0.33,0.25,0.23,0.23,0.3,0.22,0.2,0.2,0.2
101505,2016,0.21,0.16,0.09,0.05,0.05,0.08,0.26,0.21,0.21,0.2
101514,2016,0.26,0.19,0.17,0.13,0.1,0.2,0.18,0.13,0.12,0.19
101541,2014-2016,0.39,0.29,0.39,0.29,0.26,0.38,N/A,N/A,N/A,N/A
101569,2016,0.28,0.41,0.13,0.1,0.1,0,0.31,0.32,0.32,0.57
101587,2014-2016,0.31,0.25,0.31,0.25,0.24,0.45,0.29,0.25,0.25,0.18
101602,2014-2016,0.37,0.33,0.26,0.19,0.18,0.5,0.23,0.27,0.27,0.08
101648,2014-2016,0.5,0.5,0.29,0.32,0.34,0.29,0.44,0.36,0.31,0.45
101693,2014-2016,0.45,0.25,0.45,0.25,0.27,0.11,N/A,N/A,N/A,N/A
101709,2014-2016,0.46,0.49,0.46,0.49,0.49,0.5,0.3,0.27,0.3,0.19
101736,2016,0.22,0.16,0.12,0.11,0.04,0.31,0.19,0.11,0.08,0.19
101879,2014-2016,0.4,0.26,0.4,0.26,0.23,0.46,0.34,0.4,0.42,0.27
101897,2014-2016,0.36,0.33,0.27,0.24,0.12,0.29,0.17,0.18,0.15,0.19
101912,2016,0.47,0.62,0.47,0.47,0.47,0.25,N/A,N/A,N/A,N/A
101949,2014-2016,N/A,N/A,0.31,0.19,0.19,0.3,N/A,N/A,N/A,N/A
101958,2015,N/A,N/A,0.25,0,0,N/A,N/A,N/A,N/A,N/A
101994,2014-2016,0.36,0.27,0.34,0.24,0.24,0,0.06,0.08,0.08,0
102030,2016,0.2,0.33,0.15,0.13,0.13,0.25,0.09,0.09,0.09,0.19
102049,2014-2016,0.71,0.62,0.71,0.62,0.61,0.64,N/A,N/A,N/A,N/A
102058,2016,0.09,0.24,0.09,0.09,0.09,0,N/A,N/A,N/A,N/A
102067,2016,0.3,0.35,0.14,0.08,0.08,N/A,0.32,0.23,0.23,N/A
102076,2014-2016,0.41,0.37,0.31,0.28,0.2,0.34,0.2,0.17,0.25,0.12
102234,2014-2016,0.55,0.49,0.55,0.49,0.41,0.65,N/A,N/A,N/A,N/A
102261,2014-2016,0.27,0.07,0.27,0.07,0,0.5,N/A,N/A,N/A,N/A
102270,2016,0.18,0.33,0.18,0.18,0.18,N/A,N/A,N/A,N/A,N/A
102313,2014-2016,0.33,0.27,0.29,0.24,0.24,0.12,0.07,0.07,0.07,0
102368,2016,0.38,0.26,0.38,0.26,0.26,0.38,0.08,0.11,0.12,0.04
102395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
102429,2014-2016,0.28,0.23,0.2,0.11,0.08,0.32,0.17,0.24,0.24,0.22
102553,2016,0.25,0.21,0.25,0.21,0.14,0.25,0.22,0.26,0.36,0.2
102580,2016,0.1,N/A,0.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
102614,2014-2016,0.41,0.44,0.41,0.44,0.2,0.48,0.21,0.26,0.3,0.25
102632,2014-2016,0.19,0.2,0.19,0.2,0,0.21,0.3,0.4,0,0.43
102669,2014-2016,0.55,0.29,0.55,0.29,0,0.33,0.25,0.29,0,0.33
102845,2014-2016,0.2,0.18,0.2,0.18,0.27,0.06,N/A,N/A,N/A,N/A
103501,2014-2016,N/A,N/A,0.71,0.71,0.67,0.77,N/A,N/A,N/A,N/A
103778,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
103893,2014-2016,0.7,0.7,0.68,0.68,0.46,0.7,0.04,0.04,0.12,0.03
103909,2014-2016,0.72,0.73,0.7,0.71,0.49,0.75,0.03,0.03,0.09,0.03
103927,2015,0.72,0.74,0.71,0.73,0.78,0.73,0.02,0.02,0,0.02
103945,2014-2016,0.23,0.33,0.23,0.33,0,0.5,N/A,N/A,N/A,N/A
104090,2014-2016,0.24,0.24,0.24,0.24,0.17,0.33,N/A,N/A,N/A,N/A
104160,2016,0.26,0.24,0.17,0.17,0.13,0.17,0.16,0.16,0.67,0.11
104179,2016,0.6,0.52,0.6,0.52,0.37,0.55,N/A,N/A,N/A,N/A
104188,2014-2016,0.83,0.74,0.83,0.74,0.5,0.83,N/A,N/A,N/A,N/A
104346,2014-2016,0.21,0.2,0.18,0.17,0.17,0.17,0.05,0.06,0.1,0.03
104364,2014-2016,0.2,0.27,0.2,0.27,0,0.3,N/A,N/A,N/A,N/A
104425,2014-2016,0.33,0.31,0.22,0.21,0.18,0.21,0.22,0.2,0.29,0.19
104577,2014-2016,0.34,0.33,0.33,0.31,0.28,0.32,0.04,0.04,0.07,0.02
104586,2014-2016,0.6,0.51,0.6,0.51,0.33,0.54,N/A,N/A,N/A,N/A
104665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
105145,2014-2016,0.34,0.34,0.14,0.16,0.09,0.17,0.39,0.38,0.51,0.34
105163,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
105172,2015,0.33,1,0.33,1,1,N/A,N/A,N/A,N/A,N/A
105206,2014-2016,N/A,N/A,0.16,0.13,0.1,0.13,N/A,N/A,N/A,N/A
105215,2014-2016,N/A,N/A,0.65,0.61,0.52,0.64,N/A,N/A,N/A,N/A
105297,2016,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
105330,2016,0.53,0.48,0.53,0.48,0.42,0.49,N/A,N/A,N/A,N/A
105349,2014-2016,0.15,0.31,0.07,0.23,1,0.17,0.17,0.15,0,0.17
105367,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
105428,2016,0.29,0.29,0.15,0.15,0.11,0.16,0.28,0.28,0.38,0.25
105525,2016,0.23,0.2,0.13,0.12,0.09,0.13,0.18,0.15,0.23,0.14
105534,2015-2016,0.77,0.7,0.77,0.7,0.64,0.71,N/A,N/A,N/A,N/A
105543,2014-2016,N/A,N/A,0.68,0.68,0.56,0.69,N/A,N/A,N/A,N/A
105659,2014-2016,N/A,N/A,0.69,0.66,0.56,0.7,N/A,N/A,N/A,N/A
105668,2014-2016,0.19,0.19,0.04,0.03,0.01,0.06,0.3,0.32,0.34,0.28
105747,2016,0.43,0.44,0.24,0.24,0.16,0.27,0.38,0.4,0.51,0.37
105792,2014-2016,0.35,0.36,0.19,0.19,0.15,0.2,0.33,0.33,0.36,0.32
105899,2014-2016,0.44,0.44,0.44,0.44,0.29,0.5,N/A,N/A,N/A,N/A
106041,2014-2016,0.6,0.55,0.6,0.55,0.3,0.57,0.01,0.01,0.04,0.01
106102,2016,0.04,0.01,0.04,0.01,0,0.04,N/A,N/A,N/A,N/A
106148,2014-2016,0.36,0.34,0.23,0.16,0.09,0.16,0.27,0.37,0.17,0.4
106245,2014-2016,0.26,0.17,0.26,0.17,0.15,0.35,0.37,0.44,0.46,0.28
106263,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
106306,2016,0.01,0.16,0.01,0.01,0.01,N/A,0.29,0.28,0.28,N/A
106342,2014-2016,0.41,0.47,0.41,0.47,0.42,0.6,N/A,N/A,N/A,N/A
106397,2016,0.64,0.52,0.64,0.52,0.48,0.56,N/A,N/A,N/A,N/A
106449,2014-2016,0.42,0.32,0.35,0.24,0.11,0.4,0.13,0.16,0.19,0.12
106458,2016,0.44,0.33,0.44,0.33,0.31,0.54,0.34,0.49,0.5,0.36
106467,2016,0.37,0.23,0.37,0.23,0.17,0.35,0.31,0.39,0.46,0.25
106485,2014-2016,0.22,0.08,0.22,0.08,0.07,0.45,N/A,N/A,N/A,N/A
106546,2014-2016,N/A,N/A,0.39,0.33,0.25,0.5,N/A,N/A,N/A,N/A
106625,2014-2016,N/A,N/A,0.23,0.16,0.12,0.21,N/A,N/A,N/A,N/A
106704,2016,0.42,0.26,0.42,0.26,0.25,0.31,0.37,0.47,0.49,0.34
106713,2014-2016,0.32,0.17,0.32,0.17,0.1,0.25,N/A,N/A,N/A,N/A
106795,2014-2016,N/A,N/A,0.36,0.43,0.32,0.5,N/A,N/A,N/A,N/A
106810,2014-2016,0.32,0.5,0.32,0.5,0.5,N/A,0.26,0,0,N/A
106883,2014-2016,0.26,0.21,0.19,0.14,0.13,0.4,0.14,0.14,0.13,0.2
106980,2014-2016,0.28,0.23,0.24,0.19,0.16,0.24,0.07,0.08,0.06,0.13
106999,2014-2016,0.45,0.26,0.34,0.15,0.13,0.16,0.21,0.21,0.35,0.14
107044,2014-2016,0.63,0.38,0.63,0.38,0.29,0.49,N/A,N/A,N/A,N/A
107071,2014-2016,0.34,0.25,0.34,0.25,0.23,0.36,0.34,0.42,0.44,0.29
107080,2014-2016,0.7,0.6,0.7,0.6,0.47,0.68,N/A,N/A,N/A,N/A
107123,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
107141,2014-2016,0.62,0.51,0.62,0.51,0.5,0.52,N/A,N/A,N/A,N/A
107318,2014-2016,0.22,0.2,0.12,0.1,0.1,0,0.2,0.21,0.21,0.5
107327,2014-2016,0.34,0.29,0.26,0.19,0.17,0.33,0.17,0.21,0.22,0.1
107460,2014-2016,0.34,0.26,0.25,0.19,0.5,0.18,0.17,0.13,0,0.13
107512,2014-2016,0.65,0.41,0.65,0.41,0.44,0.24,N/A,N/A,N/A,N/A
107521,2014-2016,0.34,0.25,0.25,0.13,0.08,0.31,0.18,0.23,0.25,0.15
107549,2014-2016,0.3,0.24,0.26,0.21,0,0.33,0.08,0.05,0,0.08
107558,2014-2016,0.44,0.31,0.44,0.31,0.2,0.38,N/A,N/A,N/A,N/A
107585,2014-2016,0.32,0.2,0.28,0.16,0.15,0.18,0.09,0.08,0.08,0.08
107600,2016,0.4,0.52,0.4,0.37,0.37,0.5,N/A,N/A,N/A,N/A
107619,2014-2016,0.34,0.28,0.25,0.17,0.17,0.14,0.18,0.21,0.21,0.29
107637,2014-2016,0.2,0.18,0.16,0.14,0.14,0.38,0.08,0.07,0.07,0
107664,2016,0.24,0.17,0.18,0.1,0.09,0.17,0.13,0.14,0.13,0.21
107725,2014-2016,0.31,0.24,0.27,0.21,0.2,0.27,0.08,0.05,0.05,0.08
107743,2014-2016,0.31,0.54,0.27,0.5,0,0.55,0.06,0.08,0,0.09
107840,2015-2016,N/A,N/A,0.15,0.15,0.15,N/A,N/A,N/A,N/A,N/A
107877,2014-2016,0.39,0.19,0.39,0.19,0.22,0.14,N/A,N/A,N/A,N/A
107974,2014-2016,0.23,0.16,0.19,0.12,0.12,0.09,0.08,0.07,0.08,0
107983,2014-2016,0.34,0.25,0.34,0.25,0.25,0.32,N/A,N/A,N/A,N/A
107992,2014-2016,0.56,0.44,0.45,0.31,0.31,0.32,0.23,0.26,0.26,0.26
108092,2014-2016,0.26,0.25,0.26,0.25,0.22,0.28,0.12,0.08,0.1,0.07
108232,2014-2016,0.34,0.2,0.34,0.2,0.16,0.22,N/A,N/A,N/A,N/A
108250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
108269,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
108667,2014-2016,0.28,0.2,0.23,0.13,0.09,0.18,0.1,0.14,0.16,0.11
108807,2016,0.3,0.26,0.28,0.24,0.07,0.25,0.04,0.03,0.33,0.02
108852,2014-2016,N/A,N/A,0.62,0.49,0.75,0.38,N/A,N/A,N/A,N/A
108861,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
108870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
109040,2014-2016,0.63,0.62,0.62,0.62,0.48,0.66,0.01,0,0.01,0
109086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
109208,2016,0.3,0.23,0.25,0.18,0.09,0.21,0.09,0.11,0.12,0.1
109350,2015,0.29,0.26,0.29,0.26,0.1,0.3,0.09,0.08,0.14,0.06
109651,2014-2016,0.7,0.62,0.7,0.62,0.27,0.75,N/A,N/A,N/A,N/A
