UNITID,GR_Source,Adj6yrGrad,Adj6yrAAH,6yrGrad,6yrAAH,6yrAA,6yrH,Xfer,XferAAH,XferAA,XferH
123800,2016,0.29,0.27,0.23,0.21,0.11,0.22,0.12,0.11,0.23,0.1
123855,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
123916,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
123943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
123952,2014-2016,0.55,0.3,0.55,0.3,0,0.33,N/A,N/A,N/A,N/A
123970,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
124113,2014-2016,0.32,0.3,0.28,0.26,0.18,0.27,0.08,0.07,0.18,0.06
124283,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
124292,2014-2016,0.81,0.75,0.81,0.75,N/A,0.75,N/A,N/A,N/A,N/A
124487,2014-2016,0.24,0.31,0.24,0.31,0.3,0.33,N/A,N/A,N/A,N/A
124706,2014-2016,N/A,N/A,0.75,0.76,0.63,0.79,N/A,N/A,N/A,N/A
124937,2014-2016,N/A,N/A,0.71,0.74,0.57,0.76,N/A,N/A,N/A,N/A
125028,2016,0.37,0.34,0.34,0.32,0.23,0.33,0.05,0.04,0.23,0.03
125037,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
125091,2016,0.2,0.19,0.15,0.15,0.03,0.17,0.1,0.09,0.16,0.08
125170,2014-2016,0.28,0.2,0.2,0.12,0.08,0.15,0.16,0.15,0.12,0.17
125462,2014-2016,0.35,0.34,0.29,0.27,0.18,0.29,0.13,0.14,0.34,0.1
125471,2015,0.2,0.18,0.2,0.18,0.12,0.21,0.1,0.07,0.08,0.07
125499,2014-2016,0.41,0.33,0.31,0.22,0.17,0.23,0.19,0.21,0.32,0.2
125532,2014-2016,0.55,0.55,0.51,0.5,0.33,0.61,0.08,0.08,0.13,0.05
125718,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
125727,2014-2016,0.77,0.74,0.77,0.74,0.69,0.74,N/A,N/A,N/A,N/A
125763,2014-2016,0.65,0.67,0.65,0.67,0.43,0.71,N/A,N/A,N/A,N/A
125897,2014-2016,0.44,0.41,0.44,0.41,0.4,0.42,N/A,N/A,N/A,N/A
126012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
126030,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
126049,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
126076,2014-2016,0.29,N/A,0.29,N/A,N/A,N/A,0.53,N/A,N/A,N/A
126119,2014-2016,0.29,0.24,0.24,0.21,0.15,0.21,0.1,0.08,0.19,0.06
126164,2014-2016,N/A,N/A,0.78,0.77,1,0.76,N/A,N/A,N/A,N/A
126182,2014-2016,0.27,0.21,0.27,0.21,0.21,0.22,0.12,0.12,0.12,0.12
126207,2014-2016,0.35,0.28,0.26,0.21,0.12,0.22,0.18,0.14,0.28,0.13
126289,2014-2016,0.26,0.23,0.19,0.2,0.09,0.22,0.14,0.07,0.11,0.06
126359,2014-2016,N/A,N/A,0.5,0.39,0.4,0.39,N/A,N/A,N/A,N/A
126401,2014-2016,N/A,N/A,0.54,0.5,0.44,0.58,N/A,N/A,N/A,N/A
126562,2014-2016,0.45,0.41,0.45,0.41,0.35,0.43,N/A,N/A,N/A,N/A
126580,2016,0.47,0.38,0.47,0.38,0.34,0.39,0.37,0.41,0.47,0.4
126605,2014-2016,N/A,N/A,0.53,0.5,0.41,0.53,N/A,N/A,N/A,N/A
126614,2016,0.7,0.63,0.7,0.63,0.53,0.64,0.2,0.24,0.27,0.24
126687,2014-2016,N/A,N/A,0.62,0.64,0.5,0.71,N/A,N/A,N/A,N/A
126702,2014-2016,0.23,0.26,0.23,0.26,0.13,0.28,0.02,0.03,0,0.04
126711,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
126748,2014-2016,0.34,0.34,0.29,0.27,0.23,0.3,0.1,0.14,0.2,0.09
126775,2016,0.77,0.78,0.77,0.78,0.71,0.79,0.07,0.06,0.14,0.05
126784,2014-2016,N/A,N/A,0.85,0.82,1,0.8,N/A,N/A,N/A,N/A
126818,2016,0.67,0.57,0.67,0.57,0.66,0.55,0.09,0.11,0.08,0.11
126863,2014-2016,0.28,0.18,0.24,0.13,0.09,0.19,0.09,0.09,0.09,0.09
126872,2014-2016,N/A,N/A,0.15,0.15,0.13,0.17,N/A,N/A,N/A,N/A
126915,2016,N/A,N/A,0.89,0.89,N/A,0.89,N/A,N/A,N/A,N/A
126942,2014-2016,0.13,0.1,0.13,0.1,0.06,0.12,0.13,0.12,0.13,0.11
126951,2014-2016,N/A,N/A,0.59,0.56,0.34,0.6,N/A,N/A,N/A,N/A
126979,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
127185,2014-2016,0.41,0.31,0.41,0.31,0.18,0.33,0.36,0.46,0.59,0.44
127200,2016,0.24,0.19,0.18,0.15,0.15,0.15,0.12,0.07,0.05,0.08
127219,2014-2016,0.74,0.6,0.7,0.56,0.33,0.57,0.09,0.09,0,0.1
127228,2014-2016,N/A,N/A,0.73,0.67,0.5,0.68,N/A,N/A,N/A,N/A
127273,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
127316,2014-2016,N/A,N/A,0.48,0.46,0.35,0.58,N/A,N/A,N/A,N/A
127389,2014-2016,0.39,0.27,0.36,0.24,0.16,0.28,0.05,0.06,0.09,0.05
127556,2016,0.36,0.34,0.36,0.34,0.45,0.33,0.33,0.35,0.09,0.37
127565,2016,0.27,0.22,0.27,0.22,0.14,0.24,0.35,0.36,0.48,0.34
127617,2014-2016,0.43,0.41,0.36,0.33,1,0.29,0.13,0.15,0,0.16
127653,2014-2016,0.36,0.25,0.36,0.25,0.5,0.17,0.38,0.62,0.5,0.67
127680,2015,1,1,1,1,1,N/A,N/A,N/A,N/A,N/A
127714,2015,0.4,N/A,0.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
127732,2014-2016,0.39,0.23,0.34,0.16,0.09,0.21,0.1,0.13,0.14,0.12
127741,2016,0.48,0.44,0.48,0.44,0.41,0.45,0.37,0.4,0.44,0.39
127778,2014-2016,0.41,0.39,0.37,0.34,0.24,0.36,0.08,0.09,0.12,0.09
127787,2014-2016,N/A,N/A,0.56,0.57,0.38,0.59,N/A,N/A,N/A,N/A
127839,2014-2016,N/A,N/A,0.7,0.65,0.61,0.69,N/A,N/A,N/A,N/A
127884,2015,0.23,0.21,0.23,0.21,0,0.23,0.03,0.02,0,0.02
127909,2015,0.24,0.18,0.24,0.18,0.14,0.19,0.29,0.3,0.57,0.27
127945,2014-2016,0.47,0.35,0.47,0.35,0.44,0.33,N/A,N/A,N/A,N/A
127954,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
128106,2016,0.32,0.25,0.32,0.25,0.17,0.29,0.19,0.23,0.32,0.18
128151,2014-2016,N/A,N/A,0.78,0.77,0.71,0.81,N/A,N/A,N/A,N/A
128179,2014-2016,N/A,N/A,0.59,0.56,0.54,0.58,N/A,N/A,N/A,N/A
128188,2014-2016,N/A,N/A,0.54,0.54,0.31,0.55,N/A,N/A,N/A,N/A
128258,2014-2016,0.43,0.4,0.41,0.37,0.12,0.42,0.05,0.05,0.14,0.03
128328,2016,0.83,0.69,0.83,0.69,0.62,0.73,N/A,N/A,N/A,N/A
128337,2014-2016,N/A,N/A,0.44,0.46,0,0.48,N/A,N/A,N/A,N/A
128391,2014-2016,0.41,0.27,0.41,0.27,0.25,0.28,0.19,0.25,0.31,0.23
128498,2014-2016,0.53,0.48,0.53,0.48,0.48,0.46,N/A,N/A,N/A,N/A
128577,2014-2016,0.47,0.41,0.38,0.3,0.3,0.31,0.17,0.21,0.28,0.16
128586,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
128683,2014-2016,0.14,0.05,0.14,0.05,0,0.11,N/A,N/A,N/A,N/A
128744,2014-2016,0.3,0.27,0.3,0.27,0.26,0.28,N/A,N/A,N/A,N/A
128771,2016,0.54,0.48,0.54,0.48,0.39,0.54,N/A,N/A,N/A,N/A
128780,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
129020,2016,0.82,0.73,0.82,0.73,0.74,0.72,0.13,0.17,0.16,0.17
129154,2015-2016,0.07,0.04,0.07,0.04,0.05,0.03,0.27,0.3,0.3,0.31
129181,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
129215,2014-2016,0.56,0.45,0.56,0.45,0.45,0.45,N/A,N/A,N/A,N/A
129242,2016,0.82,0.84,0.82,0.84,0.72,0.89,0.15,0.14,0.26,0.1
129367,2016,0.17,0.17,0.06,0.06,0.07,0.03,0.23,0.23,0.22,0.25
129428,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
129482,2014-2016,N/A,N/A,0.43,0.39,0.33,0.43,N/A,N/A,N/A,N/A
129491,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
129525,2016,0.6,0.45,0.6,0.45,0.47,0.41,0.32,0.45,0.45,0.46
129534,2015,0.6,0,0.6,0,N/A,0,N/A,N/A,N/A,N/A
129543,2016,0.21,0.14,0.1,0.06,0.04,0.07,0.21,0.17,0.23,0.13
129695,2016,0.28,0.23,0.17,0.12,0.08,0.15,0.22,0.23,0.24,0.23
129729,2016,0.25,0.17,0.16,0.1,0.09,0.11,0.19,0.13,0.12,0.14
129756,2014-2016,0.29,0.2,0.18,0.11,0.07,0.13,0.23,0.18,0.24,0.15
129774,2014-2016,0.43,0.38,0.43,0.38,0.34,0.44,N/A,N/A,N/A,N/A
129808,2014-2016,0.24,0.16,0.15,0.07,0.05,0.08,0.18,0.18,0.14,0.19
129941,2014-2016,0.53,0.42,0.53,0.42,0.39,0.45,N/A,N/A,N/A,N/A
130004,2016,0.22,0.21,0.12,0.11,0.06,0.14,0.21,0.2,0.2,0.2
130040,2014-2016,0.25,0.17,0.14,0.07,0,0.09,0.21,0.19,0.18,0.19
130110,2014-2016,0.65,0.67,0.65,0.67,0.75,0.5,N/A,N/A,N/A,N/A
130183,2014-2016,0.3,0.21,0.3,0.21,0.18,0.27,N/A,N/A,N/A,N/A
130217,2014-2016,0.3,0.25,0.2,0.08,0,0.1,0.21,0.33,0.56,0.28
130226,2016,0.78,0.62,0.78,0.62,0.65,0.6,N/A,N/A,N/A,N/A
130253,2014-2016,0.64,0.59,0.64,0.59,0.63,0.56,N/A,N/A,N/A,N/A
130314,2014-2016,0.57,0.45,0.57,0.45,0.4,0.49,N/A,N/A,N/A,N/A
130396,2016,0.22,0.18,0.12,0.09,0.07,0.11,0.2,0.17,0.16,0.19
130448,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
130493,2016,0.51,0.4,0.51,0.4,0.44,0.35,0.25,0.19,0.14,0.24
130509,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
130581,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
130606,2014-2016,0.24,0.16,0.13,0.06,0.06,0.06,0.22,0.2,0.24,0.19
130624,2014-2016,0.86,0.79,0.86,0.79,0.74,0.82,N/A,N/A,N/A,N/A
130776,2014-2016,0.46,0.41,0.46,0.41,0.37,0.43,0.31,0.34,0.37,0.31
130785,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
130837,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
130907,2015,0.14,0.08,0.14,0.08,0.08,0.09,0.12,0.12,0.13,0.09
130934,2016,0.43,0.58,0.43,0.43,0.43,0.39,N/A,N/A,N/A,N/A
130943,2016,0.83,0.72,0.83,0.72,0.68,0.74,N/A,N/A,N/A,N/A
130989,2014-2016,0.52,0.42,0.52,0.42,0.43,0.38,0.12,0.11,0.09,0.19
131098,2014-2016,0.21,0.16,0.21,0.16,0.16,0.13,N/A,N/A,N/A,N/A
131113,2014-2016,0.28,0.17,0.28,0.17,0.16,0.24,N/A,N/A,N/A,N/A
131283,2016,0.7,0.57,0.7,0.57,0.49,0.61,N/A,N/A,N/A,N/A
131399,2014-2016,0.22,0.21,0.22,0.21,0.19,0.35,N/A,N/A,N/A,N/A
131405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
131450,2014-2016,0.45,0.31,0.45,0.31,0.21,0.42,0.22,0.28,0.31,0.25
131803,2014-2016,0.29,0.22,0.29,0.22,0.25,0,N/A,N/A,N/A,N/A
131830,2016,N/A,N/A,1,1,1,1,N/A,N/A,N/A,N/A
131876,2014-2016,0.43,0.43,0.43,0.43,0.39,0.58,0.13,0.13,0.15,0.06
131973,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
132268,2014-2016,N/A,N/A,0.64,0.62,0.62,0.61,N/A,N/A,N/A,N/A
132338,2014-2016,0.37,0.38,0.37,0.38,0.35,0.4,0.01,0.01,0.01,0
132374,2016,N/A,N/A,0.56,0.56,0.57,0.53,N/A,N/A,N/A,N/A
132408,2014-2016,0.5,0.5,0.5,0.5,0.5,0.5,N/A,N/A,N/A,N/A
132602,2016,0.33,0.48,0.33,0.33,0.33,0.3,N/A,N/A,N/A,N/A
132657,2014-2016,0.43,0.39,0.43,0.39,0.35,0.41,N/A,N/A,N/A,N/A
132675,2014-2016,N/A,N/A,0.59,0.39,0.4,0.25,N/A,N/A,N/A,N/A
132693,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
132709,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
132842,2014-2016,0.39,0.39,0.39,0.39,0.25,0.41,N/A,N/A,N/A,N/A
132851,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
132879,2014-2016,0.37,0.13,0.37,0.13,0.08,0.21,N/A,N/A,N/A,N/A
132903,2016,0.69,0.68,0.69,0.68,0.68,0.68,0.04,0.03,0.02,0.04
132976,2015,N/A,N/A,0.76,0.75,0.75,0.75,N/A,N/A,N/A,N/A
133021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
133155,2014-2016,N/A,N/A,0.71,0.71,0.62,0.75,N/A,N/A,N/A,N/A
133386,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
133465,2014-2016,0.11,0.11,0.11,0.11,0.14,0,N/A,N/A,N/A,N/A
133492,2014-2016,0.66,0.58,0.66,0.58,0.55,0.6,N/A,N/A,N/A,N/A
133508,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
133526,2016,0.26,0.4,0.26,0.25,0.25,0.25,0.2,0.2,0.21,0
133650,2016,0.41,0.56,0.41,0.41,0.41,0,0.01,0,0,0
133669,2016,0.5,0.5,0.5,0.5,0.5,0.5,0.05,0.04,0.01,0.05
133702,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
133809,2014-2016,0.2,0.07,0.2,0.07,0.1,0.03,N/A,N/A,N/A,N/A
133845,2014-2016,N/A,N/A,0.63,0.6,0.59,0.62,N/A,N/A,N/A,N/A
133854,2014-2016,N/A,N/A,0.69,0.69,0.67,0.73,N/A,N/A,N/A,N/A
133863,2014-2016,N/A,N/A,0.66,0.66,0.57,0.72,N/A,N/A,N/A,N/A
133872,2014-2016,0.58,0.54,0.58,0.54,0.62,0.5,0.27,0.29,0.25,0.31
133881,2014-2016,0.57,0.47,0.57,0.47,0.48,0.47,0.26,0.35,0.43,0.29
133942,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
133960,2014-2016,0.32,0.32,0.32,0.32,0.27,0.33,0.26,0.23,0.24,0.22
133979,2016,0.38,0.49,0.38,0.34,0.34,0.4,0.03,0.04,0.03,0.2
133997,2014-2016,N/A,N/A,0.58,0.59,0.65,0.57,N/A,N/A,N/A,N/A
134079,2014-2016,0.6,0.53,0.6,0.53,0.48,0.57,N/A,N/A,N/A,N/A
134097,2016,0.8,0.78,0.8,0.78,0.78,0.79,0.03,0.03,0,0.04
134112,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
134130,2016,0.87,0.83,0.87,0.83,0.79,0.86,0.02,0.02,0.01,0.02
134149,2014-2016,0.27,0.35,0.27,0.35,0.36,0.33,N/A,N/A,N/A,N/A
134291,2014-2016,0.65,0.64,0.63,0.63,0.64,0.55,0.02,0.02,0.02,0
134307,2014-2016,N/A,N/A,0.22,0.2,0.27,0.19,N/A,N/A,N/A,N/A
134343,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
134422,2014,0.5,0.5,0.5,0.5,0.5,N/A,0.14,0,0,N/A
134495,2016,0.36,0.29,0.3,0.22,0.16,0.26,0.13,0.14,0.17,0.12
134510,2014-2016,0.59,0,0.59,0,N/A,0,N/A,N/A,N/A,N/A
134608,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
134680,2014-2016,0.26,0.22,0.26,0.22,0.2,0.24,N/A,N/A,N/A,N/A
134811,2014-2016,0.3,0.38,0.3,0.38,0.28,0.4,0.02,0.02,0.03,0.01
134909,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
135063,2015,0.12,0,0.12,0,0,N/A,0.12,0.5,0.5,N/A
135081,2014-2016,0.46,0.47,0.46,0.47,0.46,0.47,N/A,N/A,N/A,N/A
135160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
135188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
135267,2014-2016,N/A,N/A,0.52,0.5,0.44,0.55,N/A,N/A,N/A,N/A
135294,2014-2016,N/A,N/A,0.57,0.57,0.61,0.49,N/A,N/A,N/A,N/A
135364,2015-2016,0.75,0.5,0.75,0.5,0.5,N/A,N/A,N/A,N/A,N/A
135391,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
135407,2016,N/A,N/A,0.68,0.71,0.71,0.71,N/A,N/A,N/A,N/A
135610,2016,0.2,0.2,0.2,0.2,N/A,0.2,N/A,N/A,N/A,N/A
135647,2014-2016,0.15,0.17,0.13,0.14,0.14,0.15,0.04,0.05,0.05,0.04
135735,2014-2016,N/A,N/A,0.38,0.43,0.44,0.43,N/A,N/A,N/A,N/A
136066,2014-2016,0.25,0.17,0.25,0.17,0.1,0.25,N/A,N/A,N/A,N/A
136145,2014-2016,0.46,0.32,0.46,0.32,0.27,0.5,0.13,0.15,0.16,0.11
136172,2016,0.54,0.49,0.54,0.49,0.53,0.46,0.07,0.05,0,0.1
136215,2014-2016,0.47,0.41,0.47,0.41,0.33,0.46,0.36,0.4,0.45,0.36
136233,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
136288,2014-2016,0.27,0.48,0.27,0.48,0.53,0.38,N/A,N/A,N/A,N/A
136303,2014-2016,N/A,N/A,0.64,0.6,0.63,0.56,N/A,N/A,N/A,N/A
136330,2014-2016,0.5,0.41,0.5,0.41,0.35,0.47,N/A,N/A,N/A,N/A
136400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
136473,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
136516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
136659,2016,N/A,N/A,0.59,0.69,0.63,0.86,N/A,N/A,N/A,N/A
136701,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
136774,2014-2016,0.68,0.68,0.68,0.68,0.55,0.73,N/A,N/A,N/A,N/A
136826,2014-2016,0.28,0.27,0.27,0.27,0.28,0.26,0.01,0.01,0.03,0.01
136950,2014-2016,0.71,0.76,0.71,0.76,0.82,0.74,N/A,N/A,N/A,N/A
137078,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
137087,2016,N/A,N/A,0.92,0.89,0.89,0,N/A,N/A,N/A,N/A
137096,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
137148,2015,0.75,1,0.75,1,1,N/A,N/A,N/A,N/A,N/A
137209,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
137245,2016,N/A,N/A,0.54,0.55,0.58,0.51,N/A,N/A,N/A,N/A
137272,2014-2016,0.56,0.58,0.56,0.58,0,0.64,0.28,0.33,1,0.27
137281,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
137315,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
137351,2016,0.67,0.69,0.67,0.69,0.69,0.69,0.03,0.02,0.01,0.02
137476,2014-2016,0.38,0.36,0.38,0.36,0.34,0.38,0.46,0.48,0.46,0.49
137713,2015-2016,N/A,N/A,0.75,0.78,0.8,0.75,N/A,N/A,N/A,N/A
137759,2015,0.35,0.27,0.35,0.27,0.23,0.39,0.24,0.25,0.21,0.36
137777,2014-2016,0.55,0.33,0.55,0.33,N/A,0.33,N/A,N/A,N/A,N/A
137801,2014-2016,0.64,0.75,0.64,0.75,0.67,0.8,N/A,N/A,N/A,N/A
137865,2014-2016,0.36,0.27,0.34,0.25,0.19,0.64,0.03,0.03,0.04,0
137953,2014-2016,0.37,0.29,0.37,0.29,0.24,0.5,N/A,N/A,N/A,N/A
137962,2014-2016,0.23,0.2,0.23,0.2,0.11,0.38,N/A,N/A,N/A,N/A
138275,2014-2016,0.34,0.26,0.34,0.26,0.2,0.37,N/A,N/A,N/A,N/A
138284,2014-2016,0.84,0.66,0.83,0.63,0.63,0.64,0.04,0.06,0.06,0.09
138293,2014-2016,0.29,0.2,0.29,0.2,0.18,0.25,N/A,N/A,N/A,N/A
138309,2014-2016,0.15,0.18,0.15,0.18,0.18,0.17,N/A,N/A,N/A,N/A
138354,2016,0.49,0.44,0.49,0.44,0.42,0.46,0.05,0.04,0.02,0.08
138372,2015-2016,N/A,N/A,0.43,0.39,0.33,0.45,N/A,N/A,N/A,N/A
138479,2016,N/A,N/A,0.61,0.61,0.6,0.64,N/A,N/A,N/A,N/A
138497,2014-2016,N/A,N/A,0.82,0.95,0.91,0.96,N/A,N/A,N/A,N/A
138558,2014-2016,0.21,0.17,0.21,0.17,0.17,N/A,0.18,0,0,N/A
138655,2014-2016,N/A,N/A,0.53,0.49,0.46,0.58,N/A,N/A,N/A,N/A
138664,2014-2016,N/A,N/A,0.43,0.36,0.35,0.5,N/A,N/A,N/A,N/A
138682,2014-2016,N/A,N/A,0.36,0.36,0.35,0.67,N/A,N/A,N/A,N/A
138691,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
138716,2016,0.31,0.47,0.31,0.32,0.32,1,0.23,0.22,0.22,0
138761,2014-2016,0.17,0.16,0.17,0.16,0.15,0.22,0.57,0.53,0.56,0.38
138789,2016,0.31,0.3,0.31,0.3,0.3,0.28,0.28,0.3,0.31,0.26
138813,2016,0.17,0.18,0.17,0.18,0.15,0.36,0.02,0.01,0.01,0
138840,2014-2016,N/A,N/A,0.34,0.33,0.33,0.45,N/A,N/A,N/A,N/A
138868,2014-2016,0.4,0.4,0.4,0.4,0.39,0.5,N/A,N/A,N/A,N/A
138929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
138956,2014-2016,N/A,N/A,0.36,0.29,0.29,0.27,N/A,N/A,N/A,N/A
139010,2014,0.09,0.05,0.09,0.05,0.05,0,0.06,0.05,0.05,0.07
139144,2014-2016,0.64,0.59,0.64,0.59,0.56,0.62,N/A,N/A,N/A,N/A
139153,2014-2016,0.05,0.08,0.05,0.08,0.07,0.17,N/A,N/A,N/A,N/A
139199,2014-2016,0.47,0.44,0.47,0.44,0.43,0.49,0.36,0.39,0.4,0.36
139205,2014-2016,0.19,0.18,0.19,0.18,0.18,0.17,N/A,N/A,N/A,N/A
139214,2014-2016,N/A,N/A,0.38,0.45,0.45,N/A,N/A,N/A,N/A,N/A
139250,2015-2016,0.27,0.11,0.27,0.11,0.17,0,0.16,0.11,0,0.33
139278,2014-2016,N/A,N/A,0.21,0.16,0.16,0.19,N/A,N/A,N/A,N/A
139287,2014-2016,0.28,0.18,0.28,0.18,0.18,N/A,N/A,N/A,N/A,N/A
139311,2014-2016,0.33,0.33,0.33,0.33,0.32,0.37,0.26,0.25,0.25,0.16
139348,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
139357,2014-2016,N/A,N/A,0.23,0.23,0.22,0.34,N/A,N/A,N/A,N/A
139366,2016,0.3,0.25,0.3,0.25,0.25,0.31,0.17,0.19,0.2,0.07
139384,2014-2016,N/A,N/A,0.23,0.22,0.19,0.25,N/A,N/A,N/A,N/A
139393,2014-2016,0.63,0.48,0.63,0.48,0.48,0.48,N/A,N/A,N/A,N/A
139463,2014-2016,0.21,0.24,0.21,0.24,0.14,0.27,0.24,0.27,0.26,0.28
139579,2014-2016,0.09,0.07,0.09,0.07,0.06,0.12,N/A,N/A,N/A,N/A
139621,Special,0.25,0.25,0.25,0.25,0.25,0.25,N/A,N/A,N/A,N/A
139630,2014-2016,0.33,0.22,0.33,0.22,0.19,0.35,0.42,0.51,0.52,0.5
139700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
139719,2016,0.25,0.4,0.25,0.25,0.25,0.4,0.23,0.23,0.23,0.2
139746,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
139755,2016,0.86,0.82,0.86,0.82,0.77,0.87,0.03,0.03,0.03,0.02
139764,2014-2016,0.33,0.29,0.33,0.29,0.28,0.32,0.32,0.32,0.32,0.32
139861,2016,0.59,0.56,0.59,0.56,0.53,0.57,0.3,0.35,0.36,0.35
139931,2016,0.51,0.48,0.51,0.48,0.51,0.35,0.35,0.34,0.32,0.48
139959,2016,0.84,0.82,0.84,0.82,0.8,0.86,0.07,0.06,0.06,0.04
139968,2016,0.5,N/A,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
139986,2014-2016,N/A,N/A,0.18,0.14,0.13,0.21,N/A,N/A,N/A,N/A
139995,2014-2016,N/A,N/A,0.66,0.6,0.6,1,N/A,N/A,N/A,N/A
140003,2014-2016,0.6,0.53,0.52,0.44,0.4,0.59,0.16,0.18,0.17,0.22
140012,2014-2016,N/A,N/A,0.23,0.18,0.16,0.23,N/A,N/A,N/A,N/A
140146,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
140234,2014-2016,0.49,0.43,0.49,0.43,0.42,0.47,N/A,N/A,N/A,N/A
140243,2014-2016,N/A,N/A,0.3,0.23,0.21,0.24,N/A,N/A,N/A,N/A
140252,2014-2016,0.25,0.24,0.25,0.24,0.15,0.54,0.26,0.27,0.3,0.15
140331,2016,N/A,N/A,0.13,0.1,0.1,0.12,N/A,N/A,N/A,N/A
140340,2014-2016,0.19,0.18,0.19,0.18,0.18,0,N/A,N/A,N/A,N/A
