College Name,City,State,ZipCode,Selectivity,file_name
University of Southern Mississippi,Hattiesburg,MS,39406,COMPETITIVE,searchpage-profile.cfm_743.html
William Carey University,Hattiesburg,MS,39401,LESS COMPETITIVE,searchpage-profile.cfm_744.html
Avila University,Kansas City,MO,64145,COMPETITIVE,searchpage-profile.cfm_745.html
Central Methodist University,Fayette,MO,65248,VERY COMPETITIVE,searchpage-profile.cfm_746.html
University of Central Missouri,Warrensburg,MO,64093,COMPETITIVE,searchpage-profile.cfm_747.html
College of the Ozarks,Point Lookout,MO,65726,COMPETITIVE,searchpage-profile.cfm_748.html
Columbia College - Missouri,Columbia,MO,65216,COMPETITIVE,searchpage-profile.cfm_749.html
Culver-Stockton College,Canton,MO,63435,COMPETITIVE,searchpage-profile.cfm_750.html
Drury University,Springfield,MO,65802,VERY COMPETITIVE,searchpage-profile.cfm_753.html
Evangel University,Springfield,MO,65802,COMPETITIVE,searchpage-profile.cfm_754.html
Fontbonne University,St. Louis,MO,63105,COMPETITIVE,searchpage-profile.cfm_755.html
Harris-Stowe State University,St. Louis,MO,63103,NONCOMPETITIVE,searchpage-profile.cfm_757.html
Kansas City Art Institute,Kansas City,MO,64111,COMPETITIVE+,searchpage-profile.cfm_758.html
Cox College,Springfield,MO,65802,NONCOMPETITIVE,searchpage-profile.cfm_759.html
Lincoln University,Jefferson City,MO,65101,NONCOMPETITIVE,searchpage-profile.cfm_760.html
Lindenwood University,St. Charles,MO,63301,COMPETITIVE,searchpage-profile.cfm_761.html
Maryville University of Saint Louis,St. Louis,MO,63141,VERY COMPETITIVE+,searchpage-profile.cfm_762.html
Missouri Baptist University,St. Louis,MO,63141,COMPETITIVE,searchpage-profile.cfm_763.html
Missouri Southern State University,Joplin,MO,64801,COMPETITIVE,searchpage-profile.cfm_764.html
Missouri Valley College,Marshall,MO,65340,COMPETITIVE,searchpage-profile.cfm_765.html
Missouri Western State University,St. Joseph,MO,64507,Not Available,searchpage-profile.cfm_766.html
Northwest Missouri State University,Maryville,MO,64468,COMPETITIVE,searchpage-profile.cfm_767.html
Park University,Parkville,MO,64152,COMPETITIVE,searchpage-profile.cfm_768.html
Research College of Nursing,Kansas City,MO,64132,SPECIAL,searchpage-profile.cfm_769.html
Rockhurst University,Kansas City,MO,64110,COMPETITIVE,searchpage-profile.cfm_770.html
Saint Louis University,St. Louis,MO,63103,HIGHLY COMPETITIVE,searchpage-profile.cfm_771.html
Southeast Missouri State University,Cape Girardeau,MO,63701,COMPETITIVE,searchpage-profile.cfm_772.html
Southwest Baptist University,Bolivar,MO,65613,LESS COMPETITIVE,searchpage-profile.cfm_773.html
Missouri State University,Springfield,MO,65897,COMPETITIVE+,searchpage-profile.cfm_774.html
Stephens College,Columbia,MO,65215,COMPETITIVE,searchpage-profile.cfm_775.html
Truman State University,Kirksville,MO,63501,HIGHLY COMPETITIVE,searchpage-profile.cfm_776.html
University of Missouri/Columbia,Columbia,MO,65211,VERY COMPETITIVE,searchpage-profile.cfm_778.html
University of Missouri-Kansas City,Kansas City,MO,64110,VERY COMPETITIVE,searchpage-profile.cfm_779.html
Missouri University of Science and Technology,Rolla,MO,65409,HIGHLY COMPETITIVE,searchpage-profile.cfm_780.html
University of Missouri-St. Louis,St. Louis,MO,63121,COMPETITIVE,searchpage-profile.cfm_781.html
Washington University in St. Louis,St. Louis,MO,63130,MOST COMPETITIVE,searchpage-profile.cfm_782.html
Webster University,St. Louis,MO,63119,COMPETITIVE,searchpage-profile.cfm_783.html
Westminster College,Fulton,MO,65251,COMPETITIVE,searchpage-profile.cfm_784.html
William Jewell College,Liberty,MO,64068,COMPETITIVE+,searchpage-profile.cfm_785.html
William Woods University,Fulton,MO,65251,COMPETITIVE,searchpage-profile.cfm_786.html
Carroll College,Helena,MT,59625,COMPETITIVE+,searchpage-profile.cfm_787.html
Montana State University,Bozeman,MT,59717,COMPETITIVE+,searchpage-profile.cfm_788.html
Montana State University-Northern,Havre,MT,59501,NONCOMPETITIVE,searchpage-profile.cfm_789.html
Montana Tech of the University of Montana,Butte,MT,59701,COMPETITIVE+,searchpage-profile.cfm_790.html
Montana State University Billings,Billings,MT,59101,COMPETITIVE,searchpage-profile.cfm_791.html
Rocky Mountain College,Billings,MT,59102,COMPETITIVE,searchpage-profile.cfm_793.html
University of Great Falls,Great Falls,MT,59405,COMPETITIVE,searchpage-profile.cfm_795.html
University of Montana,Missoula,MT,59812,COMPETITIVE,searchpage-profile.cfm_796.html
Bellevue University,Bellevue,NE,68005,NONCOMPETITIVE,searchpage-profile.cfm_797.html
Chadron State College,Chadron,NE,69337,NONCOMPETITIVE,searchpage-profile.cfm_798.html
Clarkson College,Omaha,NE,68131,COMPETITIVE,searchpage-profile.cfm_799.html
The University of Montana Western,Dillon,MT,59725,LESS COMPETITIVE,searchpage-profile.cfm_800.html
College of Saint Mary,Omaha,NE,68106,COMPETITIVE,searchpage-profile.cfm_801.html
Concordia University Nebraska,Seward,NE,68434,VERY COMPETITIVE,searchpage-profile.cfm_802.html
Creighton University,Omaha,NE,68178,VERY COMPETITIVE+,searchpage-profile.cfm_803.html
Doane University,Crete,NE,68333,VERY COMPETITIVE,searchpage-profile.cfm_805.html
Hastings College,Hastings,NE,68901,COMPETITIVE+,searchpage-profile.cfm_806.html
Midland University,Fremont,NE,68025,Not Available,searchpage-profile.cfm_807.html
Nebraska Methodist College,Omaha,NE,68114,SPECIAL,searchpage-profile.cfm_808.html
Nebraska Wesleyan University,Lincoln,NE,68504,COMPETITIVE+,searchpage-profile.cfm_809.html
Peru State College,Peru,NE,68421,NONCOMPETITIVE,searchpage-profile.cfm_810.html
Union College,Lincoln,NE,68506,COMPETITIVE,searchpage-profile.cfm_811.html
University of Nebraska - Kearney,Kearney,NE,68849,LESS COMPETITIVE,searchpage-profile.cfm_813.html
University of Nebraska - Lincoln,Lincoln,NE,68588,VERY COMPETITIVE,searchpage-profile.cfm_814.html
University of Nebraska - Omaha,Omaha,NE,68182,COMPETITIVE,searchpage-profile.cfm_815.html
Wayne State College,Wayne,NE,68787,COMPETITIVE,searchpage-profile.cfm_816.html
York College,York,NE,68467,COMPETITIVE,searchpage-profile.cfm_817.html
Sierra Nevada College,Incline Village,NV,89451,COMPETITIVE,searchpage-profile.cfm_818.html
"University of Nevada, Las Vegas",Las Vegas,NV,89154,COMPETITIVE,searchpage-profile.cfm_820.html
University of Nevada/Reno,Reno,NV,89557,COMPETITIVE,searchpage-profile.cfm_821.html
Colby-Sawyer College,New London,NH,03257,COMPETITIVE,searchpage-profile.cfm_822.html
Granite State College,Concord,NH,03301,SPECIAL,searchpage-profile.cfm_823.html
Daniel Webster College,Nashua,NH,03063,COMPETITIVE,searchpage-profile.cfm_824.html
Dartmouth College,Hanover,NH,03755,MOST COMPETITIVE,searchpage-profile.cfm_825.html
Franklin Pierce University,Rindge,NH,03461,COMPETITIVE,searchpage-profile.cfm_826.html
Keene State College,Keene,NH,03435,LESS COMPETITIVE,searchpage-profile.cfm_828.html
New England College,Henniker,NH,03242,COMPETITIVE,searchpage-profile.cfm_829.html
Southern New Hampshire University,Manchester,NH,03106,COMPETITIVE,searchpage-profile.cfm_830.html
Plymouth State University,Plymouth,NH,03264,LESS COMPETITIVE,searchpage-profile.cfm_832.html
Rivier University,Nashua,NH,03060,VERY COMPETITIVE,searchpage-profile.cfm_833.html
Saint Anselm College,Manchester,NH,03102,COMPETITIVE+,searchpage-profile.cfm_834.html
Thomas More College of Liberal Arts,Merrimack,NH,03054,COMPETITIVE,searchpage-profile.cfm_835.html
University of New Hampshire,Durham,NH,03824,VERY COMPETITIVE,searchpage-profile.cfm_836.html
Bloomfield College,Bloomfield,NJ,07003,LESS COMPETITIVE,searchpage-profile.cfm_838.html
Caldwell University,Caldwell,NJ,07006,NONCOMPETITIVE,searchpage-profile.cfm_839.html
Centenary College,Hackettstown,NJ,07840,COMPETITIVE,searchpage-profile.cfm_840.html
The College of New Jersey,Ewing,NJ,08628,HIGHLY COMPETITIVE,searchpage-profile.cfm_841.html
College of Saint Elizabeth,Morristown,NJ,07960,LESS COMPETITIVE,searchpage-profile.cfm_842.html
Drew University/College of Liberal Arts,Madison,NJ,07940,VERY COMPETITIVE,searchpage-profile.cfm_844.html
Fairleigh Dickinson University/College at Florham,Madison,NJ,07940,COMPETITIVE,searchpage-profile.cfm_846.html
Fairleigh Dickinson University/Metropolitan Campus,Teaneck,NJ,07666,COMPETITIVE,searchpage-profile.cfm_847.html
Felician University,Lodi,NJ,07644,LESS COMPETITIVE,searchpage-profile.cfm_848.html
Georgian Court University,Lakewood,NJ,08701,LESS COMPETITIVE,searchpage-profile.cfm_849.html
Kean University,Union,NJ,07083,COMPETITIVE,searchpage-profile.cfm_850.html
Monmouth University,West Long Branch,NJ,07764,COMPETITIVE,searchpage-profile.cfm_851.html
Montclair State University,Montclair,NJ,07042,LESS COMPETITIVE,searchpage-profile.cfm_852.html
New Jersey City University,Jersey City,NJ,07305,LESS COMPETITIVE,searchpage-profile.cfm_853.html
New Jersey Institute of Technology,Newark,NJ,07102,VERY COMPETITIVE,searchpage-profile.cfm_854.html
Princeton University,Princeton,NJ,08544,MOST COMPETITIVE,searchpage-profile.cfm_855.html
Ramapo College of New Jersey,Mahwah,NJ,07430,COMPETITIVE,searchpage-profile.cfm_856.html
Stockton University,Galloway,NJ,08205,Not Available,searchpage-profile.cfm_857.html
Rider University,Lawrenceville,NJ,08648,COMPETITIVE,searchpage-profile.cfm_858.html
Rowan University,Glassboro,NJ,08028,VERY COMPETITIVE+,searchpage-profile.cfm_859.html
Rutgers University - Camden,Camden,NJ,08102,COMPETITIVE,searchpage-profile.cfm_870.html
Rutgers University - New Brunswick,Piscataway,NJ,08854,HIGHLY COMPETITIVE,searchpage-profile.cfm_871.html
Rutgers University - Newark,Newark,NJ,07102,COMPETITIVE,searchpage-profile.cfm_872.html
Saint Peter's University,Jersey City,NJ,07306,COMPETITIVE,searchpage-profile.cfm_873.html
Seton Hall University,South Orange,NJ,07079,COMPETITIVE,searchpage-profile.cfm_874.html
Stevens Institute of Technology,Hoboken,NJ,07030,MOST COMPETITIVE,searchpage-profile.cfm_875.html
Thomas Edison State University,Trenton,NJ,08608,NONCOMPETITIVE,searchpage-profile.cfm_876.html
Westminster Choir College,Princeton,NJ,08540,SPECIAL,searchpage-profile.cfm_877.html
William Paterson University of New Jersey,Wayne,NJ,07470,COMPETITIVE,searchpage-profile.cfm_878.html
Santa Fe University of Art and Design,Santa Fe,NM,87505,SPECIAL,searchpage-profile.cfm_879.html
University of the Southwest,Hobbs,NM,88240,COMPETITIVE,searchpage-profile.cfm_880.html
Eastern New Mexico University,Portales,NM,88130,COMPETITIVE,searchpage-profile.cfm_881.html
New Mexico Highlands University,Las Vegas,NM,87701,NONCOMPETITIVE,searchpage-profile.cfm_882.html
New Mexico Institute of Mining and Technology,Socorro,NM,87801,HIGHLY COMPETITIVE,searchpage-profile.cfm_883.html
New Mexico State University,Las Cruces,NM,88003,COMPETITIVE,searchpage-profile.cfm_884.html
"St. John's College, Santa Fe",Santa Fe,NM,87505,HIGHLY COMPETITIVE+,searchpage-profile.cfm_885.html
University of New Mexico,Albuquerque,NM,87131,COMPETITIVE,searchpage-profile.cfm_886.html
Western New Mexico University,Silver City,NM,88061,LESS COMPETITIVE,searchpage-profile.cfm_887.html
Adelphi University,Garden City,NY,11530,COMPETITIVE,searchpage-profile.cfm_888.html
Albany College of Pharmacy and Health Sciences,Albany,NY,12208,SPECIAL,searchpage-profile.cfm_889.html
Albert A. List College of Jewish Studies,New York,NY,10027,COMPETITIVE,searchpage-profile.cfm_890.html
Alfred University,Alfred,NY,14802,COMPETITIVE+,searchpage-profile.cfm_891.html
Metropolitan College of New York,New York,NY,10006,VERY COMPETITIVE,searchpage-profile.cfm_892.html
Bard College,Annandale-on-Hudson,NY,12504,HIGHLY COMPETITIVE,searchpage-profile.cfm_893.html
Barnard College/Columbia University,New York,NY,10027,MOST COMPETITIVE,searchpage-profile.cfm_894.html
Berkeley College/White Plains Campus,White Plains,NY,10601,LESS COMPETITIVE,searchpage-profile.cfm_895.html
Berkeley College/New York City Campus,New York,NY,10017,LESS COMPETITIVE,searchpage-profile.cfm_896.html
Boricua College,New York,NY,10032,COMPETITIVE,searchpage-profile.cfm_897.html
Canisius College,Buffalo,NY,14208,COMPETITIVE,searchpage-profile.cfm_898.html
Cazenovia College,Cazenovia,NY,13035,COMPETITIVE,searchpage-profile.cfm_899.html
City University of New York/Baruch College,New York,NY,10010,HIGHLY COMPETITIVE,searchpage-profile.cfm_901.html
City University of New York/Brooklyn College,Brooklyn,NY,11210,COMPETITIVE+,searchpage-profile.cfm_902.html
City University of New York/City College,New York,NY,10031,VERY COMPETITIVE,searchpage-profile.cfm_903.html
College of Staten Island CUNY,Staten Island,NY,10314,NONCOMPETITIVE,searchpage-profile.cfm_904.html
City University of New York/Lehman College,Bronx,NY,10468,LESS COMPETITIVE,searchpage-profile.cfm_905.html
City University of New York/Hunter College,New York,NY,10065,VERY COMPETITIVE,searchpage-profile.cfm_906.html
City University of New York/John Jay College of Criminal Justice,New York,NY,10019,NON COMPETITIVE,searchpage-profile.cfm_907.html
City University of New York/Meger Evers College,Brooklyn,NY,11225,NONCOMPETITIVE,searchpage-profile.cfm_908.html
City University of New York/College of Technology,Brooklyn,NY,11201,NONCOMPETITIVE,searchpage-profile.cfm_909.html
City University of New York/Queens College,Queens,NY,11367,COMPETITIVE,searchpage-profile.cfm_910.html
City University of New York/York College,Jamaica,NY,11451,LESS COMPETITIVE,searchpage-profile.cfm_911.html
Clarkson University,Potsdam,NY,13699,HIGHLY COMPETITIVE,searchpage-profile.cfm_912.html
Colgate University,Hamilton,NY,13346,MOST COMPETITIVE,searchpage-profile.cfm_913.html
Vaughn College of Aeronautics and Technology,Flushing,NY,11369,COMPETITIVE,searchpage-profile.cfm_914.html
College of Mount Saint Vincent,Riverdale,NY,10471,COMPETITIVE,searchpage-profile.cfm_915.html
The College of New Rochelle,New Rochelle,NY,10805,VERY COMPETITIVE,searchpage-profile.cfm_916.html
The College of Saint Rose,Albany,NY,12203,COMPETITIVE,searchpage-profile.cfm_918.html
Columbia University/City of New York,New York,NY,10027,MOST COMPETITIVE,searchpage-profile.cfm_920.html
Columbia University/ School of General Studies,New York,NY,10027,MOST COMPETITIVE,searchpage-profile.cfm_922.html
Concordia College - New York,Bronxville,NY,10708,LESS COMPETITIVE,searchpage-profile.cfm_923.html
Cooper Union for the Advancement of Science and Art,New York,NY,10003,MOST COMPETITIVE,searchpage-profile.cfm_924.html
Cornell University,Ithaca,NY,14850,MOST COMPETITIVE,searchpage-profile.cfm_925.html
Daemen College,Amherst,NY,14226,COMPETITIVE,searchpage-profile.cfm_926.html
Dominican College,Orangeburg,NY,10962,LESS COMPETITIVE,searchpage-profile.cfm_928.html
D'Youville College,Buffalo,NY,14201,COMPETITIVE,searchpage-profile.cfm_930.html
Eastman School of Music/University of Rochester,Rochester,NY,14604,SPECIAL,searchpage-profile.cfm_931.html
Elmira College,Elmira,NY,14901,COMPETITIVE,searchpage-profile.cfm_932.html
Eugene Lang College of Liberal Arts,New York,NY,10011,COMPETITIVE,searchpage-profile.cfm_933.html
Fashion Institute of Technology/State University of New York,New York,NY,10001,SPECIAL,searchpage-profile.cfm_934.html
Five Towns College,Dix Hills,NY,11746,COMPETITIVE,searchpage-profile.cfm_935.html
Fordham University,Bronx,NY,10458,MOST COMPETITIVE,searchpage-profile.cfm_937.html
Hamilton College,Clinton,NY,13323,MOST COMPETITIVE,searchpage-profile.cfm_939.html
Hartwick College,Oneonta,NY,13820,COMPETITIVE,searchpage-profile.cfm_940.html
Hilbert College,Hamburg,NY,14075,COMPETITIVE,searchpage-profile.cfm_941.html
Hobart and William Smith Colleges,Geneva,NY,14456,HIGHLY COMPETITIVE,searchpage-profile.cfm_942.html
Hofstra University,Hempstead,NY,11549,COMPETITIVE+,searchpage-profile.cfm_943.html
Houghton College,Houghton,NY,14744,COMPETITIVE,searchpage-profile.cfm_944.html
Iona College,New Rochelle,NY,10801,COMPETITIVE,searchpage-profile.cfm_945.html
Ithaca College,Ithaca,NY,14850,VERY COMPETITIVE,searchpage-profile.cfm_946.html
The Juilliard School,New York,NY,10023,SPECIAL,searchpage-profile.cfm_947.html
Keuka College,Keuka Park,NY,14478,COMPETITIVE,searchpage-profile.cfm_948.html
LIM College,New York,NY,10022,LESS COMPETITIVE,searchpage-profile.cfm_949.html
Le Moyne College,Syracuse,NY,13214,COMPETITIVE,searchpage-profile.cfm_950.html
LIU Brooklyn,Brooklyn,NY,11201,COMPETITIVE,searchpage-profile.cfm_952.html
LIU Post,Brookville,NY,11548,COMPETITIVE,searchpage-profile.cfm_953.html
Manhattan College,Riverdale,NY,10471,COMPETITIVE+,searchpage-profile.cfm_955.html
Manhattan School of Music,New York,NY,10027,SPECIAL,searchpage-profile.cfm_956.html
Manhattanville College,Purchase,NY,10577,COMPETITIVE+,searchpage-profile.cfm_957.html
Mannes School of Music,New York,NY,10011,SPECIAL,searchpage-profile.cfm_958.html
Marist College,Poughkeepsie,NY,12601,VERY COMPETITIVE,searchpage-profile.cfm_959.html
Marymount Manhattan College,New York,NY,10021,VERY COMPETITIVE,searchpage-profile.cfm_961.html
Medaille College,Buffalo,NY,14214,COMPETITIVE,searchpage-profile.cfm_962.html
Mercy College,Dobbs Ferry,NY,10522,COMPETITIVE,searchpage-profile.cfm_963.html
Molloy College,Rockville Centre,NY,11570,COMPETITIVE,searchpage-profile.cfm_964.html
Monroe College,Bronx,NY,10468,COMPETITIVE,searchpage-profile.cfm_965.html
Mount Saint Mary College,Newburgh,NY,12550,COMPETITIVE,searchpage-profile.cfm_966.html
Nazareth College,Rochester,NY,14618,COMPETITIVE,searchpage-profile.cfm_967.html
New York Institute of Technology,Old Westbury,NY,11568,COMPETITIVE,searchpage-profile.cfm_968.html
New York University,New York,NY,10011,MOST COMPETITIVE,searchpage-profile.cfm_969.html
Niagara University,Niagara University,NY,14109,COMPETITIVE,searchpage-profile.cfm_970.html
Nyack College,Nyack,NY,10960,NONCOMPETITIVE,searchpage-profile.cfm_971.html
Pace University,New York,NY,10038,COMPETITIVE,searchpage-profile.cfm_972.html
Parsons The New School for Design,New York,NY,10011,SPECIAL,searchpage-profile.cfm_973.html
Pratt Institute,Brooklyn,NY,11205,VERY COMPETITIVE,searchpage-profile.cfm_976.html
Excelsior College,Albany,NY,12203,SPECIAL,searchpage-profile.cfm_977.html
Rensselaer Polytechnic Institute,Troy,NY,12180,MOST COMPETITIVE,searchpage-profile.cfm_978.html
Roberts Wesleyan College,Rochester,NY,14624,COMPETITIVE,searchpage-profile.cfm_979.html
Rochester Institute of Technology,Rochester,NY,14623,HIGHLY COMPETITIVE,searchpage-profile.cfm_980.html
Russell Sage College,Troy,NY,12180,COMPETITIVE,searchpage-profile.cfm_981.html
St. Bonaventure University,St. Bonaventure,NY,14778,COMPETITIVE,searchpage-profile.cfm_982.html
St. Francis College,Brooklyn,NY,11201,LESS COMPETITIVE,searchpage-profile.cfm_983.html
St. John Fisher College,Rochester,NY,14618,COMPETITIVE,searchpage-profile.cfm_984.html
St. John's University,Queens,NY,11439,COMPETITIVE,searchpage-profile.cfm_985.html
"St. Joseph's College,  New York/Brooklyn Campus",Brooklyn,NY,11205,LESS COMPETITIVE,searchpage-profile.cfm_986.html
St. Lawrence University,Canton,NY,13617,VERY COMPETITIVE,searchpage-profile.cfm_987.html
St. Thomas Aquinas College,Sparkill,NY,10976,COMPETITIVE,searchpage-profile.cfm_988.html
Sarah Lawrence College,Bronxville,NY,10708,HIGHLY COMPETITIVE,searchpage-profile.cfm_989.html
School of Visual Arts,New York,NY,10010,SPECIAL,searchpage-profile.cfm_990.html
Siena College,Loudonville,NY,12211,COMPETITIVE+,searchpage-profile.cfm_991.html
Skidmore College,Saratoga Springs,NY,12866,HIGHLY COMPETITIVE,searchpage-profile.cfm_992.html
State University of New York SUNY Albany,Albany,NY,12222,COMPETITIVE,searchpage-profile.cfm_994.html
State University of New York at Binghamton,Binghamton,NY,13902,MOST COMPETITIVE,searchpage-profile.cfm_995.html
State University of New York/University at Buffalo,Buffalo,NY,14214,COMPETITIVE+,searchpage-profile.cfm_996.html
Stony Brook University/The State University of New York,Stony Brook,NY,11794,MOST COMPETITIVE,searchpage-profile.cfm_997.html
The College at Brockport - State University of New York,Brockport,NY,14420,COMPETITIVE,searchpage-profile.cfm_998.html
State University of New York/Buffalo State College,Buffalo,NY,14222,COMPETITIVE,searchpage-profile.cfm_999.html
